botid; date; time; press; nit; chl; l12; d12
#; mmddyy; hhmmss; dbar; umol/kg; ug/l; mg C/m3; mg C/m3
2350200616;92711;132442;45.7;-9;0.13;-9;-9
2350200615;92711;132435;45.7;-9;0.13;-9;-9
2350200614;92711;132427;45.3;-9;0.14;6.84;-9
2350200613;92711;132155;75.8;-9;0.22;-9;-9
2350200612;92711;132147;75.9;-9;0.2;-9;-9
2350200611;92711;132139;75.9;-9;0.21;3.993;-9
2350200610;92711;131934;101.1;-9;0.28;-9;-9
2350200609;92711;131926;101.1;-9;0.29;-9;-9
2350200608;92711;131917;100.9;-9;0.29;1.493;-9
2350200606;92711;131658;125.3;-9;0.21;-9;-9
2350200605;92711;131650;125.5;-9;0.23;0.545;-9
2350200604;92711;131451;150.4;-9;0.09;-9;-9
2350200603;92711;131252;175.9;-9;0.04;-9;-9
2350200924;92711;222807;5.9;0.03;-9;-9;-9
2350200923;92711;222531;30.8;0.04;-9;-9;-9
2350200922;92711;222335;50.7;0.05;-9;-9;-9
2350200921;92711;222114;80.7;0.03;-9;-9;-9
2350200920;92711;221924;100.1;0.02;-9;-9;-9
2350200919;92711;221633;149.1;0.81;-9;-9;-9
2350200918;92711;221255;211.6;4.13;-9;-9;-9
2350200917;92711;221002;250.9;6.61;-9;-9;-9
2350200916;92711;220738;290.9;10.79;-9;-9;-9
2350201024;92811;40058;5.3;0.01;-9;-9;-9
2360200224;110411;133831;5.7;-9;0.13;-9;-9
2360200223;110411;133824;5.8;-9;0.14;-9;-9
2360200222;110411;133817;5.7;-9;0.14;8.74;-9
2360200221;110411;133640;26;-9;0.15;-9;-9
2360200220;110411;133631;26;-9;0.16;-9;-9
2360200219;110411;133622;26;-9;0.14;7.123;-9
2360200218;110411;133439;46.8;-9;0.17;-9;-9
2360200217;110411;133428;47.1;-9;0.15;-9;-9
2360200216;110411;133412;47.1;-9;0.17;4.607;-9
2360200215;110411;133156;79.1;-9;0.46;-9;-9
2360200214;110411;133147;78.7;-9;0.39;-9;-9
2360200213;110411;133136;78.5;-9;0.35;3.693;-9
2360200212;110411;132941;100.1;-9;0.3;-9;-9
2360200211;110411;132932;100.1;-9;0.34;-9;-9
2360200210;110411;132922;99.9;-9;0.31;0.95;-9
2360200209;110411;132658;127.6;-9;0.12;-9;-9
2360200208;110411;132649;127.2;-9;0.12;-9;-9
2360200207;110411;132640;126.7;-9;0.11;0.173;-9
2360200206;110411;132504;152.8;-9;0.06;-9;-9
2360200205;110411;132323;181;-9;0.03;-9;-9
2360200324;110411;202300;5.5;0.02;-9;-9;-9
2360200424;110511;2949;5.8;0;-9;-9;-9
2360200423;110511;2638;66.1;0.02;-9;-9;-9
2360200422;110511;2510;84.1;0.05;-9;-9;-9
2360200421;110511;2313;118.8;0.42;-9;-9;-9
2360200420;110511;2112;157.7;1.8;-9;-9;-9
2360200419;110511;1928;195.5;3.29;-9;-9;-9
2360200418;110511;1740;230.7;5.32;-9;-9;-9
2360200417;110511;1508;292.7;10.28;-9;-9;-9
2360200722;110511;95852;5.7;0.02;-9;-9;-9
2360200721;110511;95736;15.8;0.02;-9;-9;-9
2360200719;110511;95617;24.5;0.02;-9;-9;-9
2360200718;110511;95502;35.7;0.02;-9;-9;-9
2360200717;110511;95352;45.5;0.02;-9;-9;-9
2360200716;110511;95242;60.8;0.05;-9;-9;-9
2360200715;110511;95112;74.9;0.04;-9;-9;-9
2360200712;110511;94837;99.8;0.22;-9;-9;-9
2360200709;110511;94553;125.4;0.83;-9;-9;-9
2360200707;110511;94407;149.8;1.66;-9;-9;-9
2360200705;110511;94202;173.9;1.94;-9;-9;-9
2360200704;110511;94047;200.3;3.3;-9;-9;-9
2360201422;110611;65555;5.2;-9;0.13;-9;-9
2360201420;110611;65420;24.9;-9;0.16;-9;-9
2360201417;110611;65240;45;-9;0.23;-9;-9
2360201416;110611;65131;62.3;-9;0.3;-9;-9
2360201414;110611;64931;73.1;-9;0.38;-9;-9
2360201413;110611;64821;85.1;-9;0.3;-9;-9
2360201411;110611;64701;99.7;-9;0.15;-9;-9
2360201410;110611;64550;115.7;-9;0.1;-9;-9
2360201408;110611;64430;125.4;-9;0.06;-9;-9
2360201407;110611;64337;136.6;-9;0.05;-9;-9
2360201405;110611;64211;150.7;-9;0.03;-9;-9
2360201403;110611;64051;174.4;-9;0.02;-9;-9
2370200422;112911;84830;6;0.03;-9;-9;-9
2370200421;112911;84722;14.3;0.02;-9;-9;-9
2370200419;112911;84633;24.9;0.03;-9;-9;-9
2370200418;112911;84546;35.4;0.03;-9;-9;-9
2370200417;112911;84459;45.5;0.02;-9;-9;-9
2370200416;112911;84356;59.4;0.03;-9;-9;-9
2370200415;112911;84303;74.8;0.02;-9;-9;-9
2370200412;112911;84020;99.8;0.03;-9;-9;-9
2370200409;112911;83735;124.7;0.11;-9;-9;-9
2370200407;112911;83552;150.2;0.87;-9;-9;-9
2370200405;112911;83402;175.5;1.41;-9;-9;-9
2370200404;112911;83255;200;2.58;-9;-9;-9
2370200521;112911;120119;5.5;-9;0.24;-9;-9
2370200519;112911;115932;25.3;-9;0.24;-9;-9
2370200517;112911;115743;45.4;-9;0.23;-9;-9
2370200516;112911;115626;59.6;-9;0.26;-9;-9
2370200514;112911;115442;75.5;-9;0.23;-9;-9
2370200513;112911;115325;85.3;-9;0.24;-9;-9
2370200511;112911;115205;100.4;-9;0.25;-9;-9
2370200510;112911;115040;115.3;-9;0.17;-9;-9
2370200508;112911;114853;125.3;-9;0.13;-9;-9
2370200507;112911;114730;134.8;-9;0.07;-9;-9
2370200505;112911;114558;150.9;-9;0.04;-9;-9
2370200503;112911;114357;175.2;-9;0.02;-9;-9
2370200621;112911;145317;5.7;-9;0.33;-9;-9
2370200620;112911;145306;5.6;-9;0.22;10.885;-9
2370200619;112911;145148;25;-9;0.24;-9;-9
2370200618;112911;145137;24.8;-9;0.22;-9;-9
2370200617;112911;145125;24.8;-9;0.27;10.173;-9
2370200616;112911;144956;45.8;-9;0.2;-9;-9
2370200614;112911;144936;45.5;-9;0.26;4.833;-9
2370200613;112911;144749;74.2;-9;0.24;-9;-9
2370200612;112911;144733;74.3;-9;0.26;-9;-9
2370200611;112911;144719;74.2;-9;0.21;1.863;-9
2370200610;112911;144551;99.7;-9;0.26;-9;-9
2370200609;112911;144536;99.7;-9;0.22;-9;-9
2370200608;112911;144526;99.6;-9;0.21;0.47;-9
2370200607;112911;144355;123.8;-9;0.14;-9;-9
2370200606;112911;144343;123.8;-9;0.16;-9;-9
2370200605;112911;144322;124.1;-9;0.09;0.207;-9
2370200604;112911;144148;149.4;-9;0.09;-9;-9
2370200603;112911;144015;175.6;-9;0.03;-9;-9
2370201324;113011;113953;5.3;0.03;-9;-9;-9
2370201323;113011;113749;52.8;0.05;-9;-9;-9
2370201322;113011;113557;99.4;0.03;-9;-9;-9
2370201321;113011;113421;124.2;0.45;-9;-9;-9
2370201320;113011;113207;169.3;1.49;-9;-9;-9
2370201319;113011;112950;213.9;3.52;-9;-9;-9
2370201318;113011;112725;258.7;5.92;-9;-9;-9
2370201317;113011;112546;292.1;9.53;-9;-9;-9
2370201424;113011;183244;4.8;0;-9;-9;-9
2380200224;121911;174118;6.2;0.01;-9;-9;-9
2380200324;121911;210859;5.5;0.04;-9;-9;-9
2380200323;121911;210511;61.4;0.06;-9;-9;-9
2380200322;121911;210217;119.2;0.15;-9;-9;-9
2380200321;121911;210038;147.2;0.62;-9;-9;-9
2380200320;121911;205824;186.3;2.03;-9;-9;-9
2380200319;121911;205559;239.4;5.37;-9;-9;-9
2380200318;121911;205338;281.8;8.57;-9;-9;-9
2380200622;122011;61318;5;0.01;-9;-9;-9
2380200621;122011;61159;15.1;0.02;-9;-9;-9
2380200619;122011;60907;24.6;0.02;-9;-9;-9
2380200618;122011;60753;34.8;0.01;-9;-9;-9
2380200617;122011;60638;43.8;0.02;-9;-9;-9
2380200616;122011;60512;59.4;0.02;-9;-9;-9
2380200615;122011;60347;73.9;0.02;-9;-9;-9
2380200612;122011;60003;99.5;0.06;-9;-9;-9
2380200609;122011;55612;123.6;0.47;-9;-9;-9
2380200607;122011;55307;149.5;1.05;-9;-9;-9
2380200605;122011;55007;175.6;2.32;-9;-9;-9
2380200604;122011;54803;199.6;3.99;-9;-9;-9
2380200824;122011;121254;6;-9;0.18;-9;-9
2380200823;122011;121244;5.7;-9;0.18;-9;-9
2380200822;122011;121234;5.6;-9;0.19;-9;-9
2380200819;122011;121034;24.7;-9;0.19;-9;-9
2380200818;122011;121025;25;-9;0.19;-9;-9
2380200817;122011;121014;24.9;-9;0.17;-9;-9
2380200816;122011;120854;43.9;-9;0.18;-9;-9
2380200815;122011;120844;44.2;-9;0.2;-9;-9
2380200814;122011;120834;44.8;-9;0.16;-9;-9
2380200813;122011;120634;73.3;-9;0.19;-9;-9
2380200812;122011;120624;73.6;-9;0.19;-9;-9
2380200811;122011;120614;73.8;-9;0.23;-9;-9
2380200810;122011;120444;99.6;-9;0.2;-9;-9
2380200809;122011;120434;99.3;-9;0.2;-9;-9
2380200808;122011;120424;99.4;-9;0.2;-9;-9
2380200807;122011;120259;123.8;-9;0.08;-9;-9
2380200805;122011;120239;124.3;-9;0.08;-9;-9
2380200804;122011;120124;149.8;-9;0.07;-9;-9
2380200803;122011;115959;174.1;-9;0.03;-9;-9
2380201421;122111;55928;5.8;-9;0.17;-9;-9
2380201419;122111;55738;24.6;-9;0.17;-9;-9
2380201417;122111;55503;44.2;-9;0.19;-9;-9
2380201416;122111;55333;59.4;-9;0.17;-9;-9
2380201414;122111;55148;74.1;-9;0.15;-9;-9
2380201413;122111;55038;84;-9;0.16;-9;-9
2380201411;122111;54854;98.9;-9;0.23;-9;-9
2380201410;122111;54724;114.7;-9;0.17;-9;-9
2380201408;122111;54553;124.3;-9;0.1;-9;-9
2380201407;122111;54433;134.8;-9;0.06;-9;-9
2380201405;122111;54258;150.2;-9;0.03;-9;-9
2380201403;122111;54103;175.2;-9;0.02;-9;-9
2390200224;11812;133130;5.4;-9;0.16;-9;-9
2390200223;11812;133120;5.5;-9;0.14;-9;-9
2390200222;11812;133111;5.6;-9;0.16;6.413;-9
2390200221;11812;132938;25.9;-9;0.14;-9;-9
2390200220;11812;132929;25.8;-9;0.16;-9;-9
2390200219;11812;132921;25.8;-9;0.16;8.233;-9
2390200218;11812;132758;44.5;-9;0.17;-9;-9
2390200217;11812;132750;44.4;-9;0.15;-9;-9
2390200216;11812;132742;44.4;-9;0.16;5.8;-9
2390200215;11812;132552;75.6;-9;0.17;-9;-9
2390200214;11812;132543;75.7;-9;0.18;-9;-9
2390200213;11812;132538;75.7;-9;0.29;2.743;-9
2390200212;11812;132354;100.9;-9;0.16;-9;-9
2390200211;11812;132344;100.3;-9;0.13;-9;-9
2390200210;11812;132334;100.2;-9;0.15;1.08;-9
2390200209;11812;132124;130;-9;0.15;-9;-9
2390200207;11812;132103;127.5;-9;-9;0.4;-9
2390200205;11812;131652;175.2;-9;0.04;-9;-9
2390200324;11812;191426;5.3;0.04;-9;-9;-9
2390200424;11812;224915;4.8;0.01;-9;-9;-9
2390200423;11812;224729;38.3;0.02;-9;-9;-9
2390200422;11812;224555;70.3;0.01;-9;-9;-9
2390200421;11812;224348;135.9;0.64;-9;-9;-9
2390200420;11812;224159;177.5;1.55;-9;-9;-9
2390200419;11812;223936;244.8;5.09;-9;-9;-9
2390200722;11912;65446;5.5;0.02;-9;-9;-9
2390200721;11912;65356;14.9;0.02;-9;-9;-9
2390200719;11912;65255;25.1;0.02;-9;-9;-9
2390200718;11912;65214;33.8;0.02;-9;-9;-9
2390200717;11912;65121;44.6;0.02;-9;-9;-9
2390200716;11912;65026;61.1;0.02;-9;-9;-9
2390200715;11912;64926;76.1;0.02;-9;-9;-9
2390200712;11912;64706;101.5;0.03;-9;-9;-9
2390200709;11912;64451;126.5;0.2;-9;-9;-9
2390200707;11912;64306;151;0.79;-9;-9;-9
2390200705;11912;64111;175.1;1.45;-9;-9;-9
2390200704;11912;63955;199.4;2.36;-9;-9;-9
2390201523;12012;64830;5.7;-9;0.13;-9;-9
2390201519;12012;64650;25.9;-9;0.11;-9;-9
2390201517;12012;64531;45.5;-9;0.22;-9;-9
2390201516;12012;64430;59.4;-9;0.27;-9;-9
2390201514;12012;64315;75;-9;0.24;-9;-9
2390201513;12012;64221;84.3;-9;0.26;-9;-9
2390201511;12012;64111;99.6;-9;0.24;-9;-9
2390201510;12012;64011;115.8;-9;0.22;-9;-9
2390201508;12012;63910;124.7;-9;0.12;-9;-9
2390201507;12012;63816;135.5;-9;0.11;-9;-9
2390201505;12012;63700;149.9;-9;0.1;-9;-9
2390201503;12012;63541;174.8;-9;0.02;-9;-9
2400200124;32412;184348;4.6;0.01;-9;-9;-9
2400200220;32512;25609;214.9;2.95;-9;-9;-9
2400200219;32512;25429;275.7;7.17;-9;-9;-9
2400200422;32512;183439;6.4;0.01;-9;-9;-9
2400200421;32512;183251;15.5;0.01;-9;-9;-9
2400200419;32512;183110;25.5;0.01;-9;-9;-9
2400200418;32512;183110;36.2;0.01;-9;-9;-9
2400200417;32512;182855;45.2;0.02;-9;-9;-9
2400200416;32512;182712;60.9;0.01;-9;-9;-9
2400200415;32512;182540;76.3;0.01;-9;-9;-9
2400200412;32512;182242;102.7;0.01;-9;-9;-9
2400200409;32512;181950;125.9;0.02;-9;-9;-9
2400200407;32512;181731;150.4;0.45;-9;-9;-9
2400200405;32512;181510;176.3;1.04;-9;-9;-9
2400200404;32512;181340;201.7;1.9;-9;-9;-9
2400200923;32612;112812;7.5;-9;0.1;-9;-9
2400200921;32612;112517;25.5;-9;0.1;-9;-9
2400200919;32612;112338;45;-9;0.08;-9;-9
2400200918;32612;112207;60;-9;0.12;-9;-9
2400200916;32612;112033;74.7;-9;0.12;-9;-9
2400200915;32612;111917;85;-9;0.13;-9;-9
2400200913;32612;111732;100.7;-9;0.2;-9;-9
2400200912;32612;111613;114.9;-9;0.31;-9;-9
2400200910;32612;111452;124.9;-9;0.32;-9;-9
2400200909;32612;111327;134.6;-9;0.17;-9;-9
2400200905;32612;111017;174.5;-9;0.03;-9;-9
2410200122;50112;121114;5.7;-9;0.08;-9;-9
2410200121;50112;121109;5.7;-9;0.09;-9;-9
2410200120;50112;121104;5.7;-9;0.09;7.193;-9
2410200119;50112;120944;24.1;-9;0.09;-9;-9
2410200118;50112;120939;24;-9;0.08;-9;-9
2410200117;50112;120934;23.9;-9;0.09;7.067;-9
2410200116;50112;120820;47;-9;0.08;-9;-9
2410200115;50112;120815;46.6;-9;0.08;-9;-9
2410200114;50112;120809;46.1;-9;0.08;7.7;-9
2410200113;50112;120640;79;-9;0.19;-9;-9
2410200112;50112;120634;78.4;-9;0.17;-9;-9
2410200111;50112;120629;78.2;-9;0.17;5.583;-9
2410200110;50112;120502;102.1;-9;0.24;-9;-9
2410200109;50112;120454;101.2;-9;0.22;-9;-9
2410200108;50112;120448;101.1;-9;0.24;4.3;-9
2410200107;50112;120335;125.1;-9;0.17;-9;-9
2410200106;50112;120329;125.1;-9;0.16;-9;-9
2410200105;50112;120324;125.5;-9;0.15;1.08;-9
2410200104;50112;120219;148.8;-9;0.13;-9;-9
2410200103;50112;120104;172.8;-9;0.1;-9;-9
2410200224;50112;194227;4.5;0;-9;-9;-9
2410200324;50112;222337;6.4;0.03;-9;-9;-9
2410200323;50112;222247;16.5;0.01;-9;-9;-9
2410200322;50112;222126;58.2;0.02;-9;-9;-9
2410200321;50112;222001;100.2;0.03;-9;-9;-9
2410200320;50112;221832;139.7;0.23;-9;-9;-9
2410200319;50112;221703;179.9;0.25;-9;-9;-9
2410200318;50112;221522;233;3.01;-9;-9;-9
2410200317;50112;221358;258.8;5.17;-9;-9;-9
2410201223;50312;215925;5.9;0.01;-9;-9;-9
2410201222;50312;215820;14.4;0.01;-9;-9;-9
2410201219;50312;215638;23.9;0;-9;-9;-9
2410201218;50312;215529;34.5;0.01;-9;-9;-9
2410201217;50312;215435;43.9;0.01;-9;-9;-9
2410201215;50312;215216;73.1;0.01;-9;-9;-9
2410201212;50312;214842;98.3;0.01;-9;-9;-9
2410201209;50312;214554;124.2;0.08;-9;-9;-9
2410201207;50312;214343;150.8;0.2;-9;-9;-9
2410201205;50312;214110;174.9;0.22;-9;-9;-9
2410201204;50312;213924;199.5;1.85;-9;-9;-9
2410201423;50412;21933;5.4;-9;0.08;-9;-9
2410201417;50412;21739;24.4;-9;0.11;-9;-9
2410201415;50412;21618;45.2;-9;0.08;-9;-9
2410201414;50412;21519;62;-9;0.11;-9;-9
2410201412;50412;21403;74;-9;0.12;-9;-9
2410201411;50412;21309;84.9;-9;0.12;-9;-9
2410201410;50412;21204;101.5;-9;0.18;-9;-9
2410201409;50412;21104;113.4;-9;0.22;-9;-9
2410201406;50412;20959;123.9;-9;0.27;-9;-9
2410201405;50412;20904;134.2;-9;0.29;-9;-9
2410201404;50412;20803;150;-9;0.21;-9;-9
2410201403;50412;20653;174.4;-9;0.14;-9;-9
2420200122;53012;123816;4.5;-9;0.06;-9;-9
2420200121;53012;123807;4.5;-9;0.05;-9;-9
2420200120;53012;123757;4.5;-9;0.03;6.667;-9
2420200119;53012;123647;24.6;-9;0.06;-9;-9
2420200118;53012;123637;24.3;-9;0.07;-9;-9
2420200117;53012;123627;24.4;-9;0.06;8.407;-9
2420200116;53012;123526;45.1;-9;0.04;-9;-9
2420200115;53012;123516;45.3;-9;0.07;-9;-9
2420200114;53012;123506;45.6;-9;0.07;6.037;-9
2420200113;53012;123402;73.5;-9;0.11;-9;-9
2420200112;53012;123351;74.1;-9;0.11;-9;-9
2420200111;53012;123342;73.8;-9;0.11;4.16;-9
2420200110;53012;123232;102.7;-9;0.15;-9;-9
2420200109;53012;123222;102;-9;0.15;-9;-9
2420200108;53012;123213;100.9;-9;0.15;1.96;-9
2420200107;53012;123102;123.9;-9;0.18;-9;-9
2420200106;53012;123053;123.9;-9;0.19;-9;-9
2420200105;53012;123042;123.9;-9;0.16;0.683;-9
2420200104;53012;122932;148.9;-9;0.21;-9;-9
2420200103;53012;122812;177.2;-9;0.08;-9;-9
2420200224;53012;194637;5.4;0.03;-9;-9;-9
2420200324;53012;223602;5;0.04;-9;-9;-9
2420200323;53012;223433;35.5;0.05;-9;-9;-9
2420200322;53012;223314;74.4;0.05;-9;-9;-9
2420200321;53012;223146;114;0.03;-9;-9;-9
2420200320;53012;223004;159.1;0.58;-9;-9;-9
2420200319;53012;222818;207.4;1.77;-9;-9;-9
2420200318;53012;222632;258.7;4.05;-9;-9;-9
2420201322;60112;41458;4.9;0.01;-9;-9;-9
2420201321;60112;41349;14.8;0;-9;-9;-9
2420201319;60112;41239;24.4;0.01;-9;-9;-9
2420201318;60112;41134;36.1;0;-9;-9;-9
2420201317;60112;41034;45.5;0.01;-9;-9;-9
2420201316;60112;40929;59.5;0.02;-9;-9;-9
2420201315;60112;40824;74.9;0.01;-9;-9;-9
2420201312;60112;40524;99.7;0.01;-9;-9;-9
2420201309;60112;40224;126.1;0.01;-9;-9;-9
2420201307;60112;40001;148.5;0.33;-9;-9;-9
2420201305;60112;35734;175.6;0.99;-9;-9;-9
2420201304;60112;35604;200.1;2.35;-9;-9;-9
2420201422;60112;65904;5.4;-9;0.07;-9;-9
2420201420;60112;65730;26.2;-9;0.07;-9;-9
2420201418;60112;65550;46.8;-9;0.09;-9;-9
2420201417;60112;65434;58.9;-9;0.11;-9;-9
2420201415;60112;65307;75.2;-9;0.13;-9;-9
2420201414;60112;65136;88.4;-9;0.12;-9;-9
2420201412;60112;64955;98.1;-9;0.18;-9;-9
2420201411;60112;64830;115.3;-9;0.21;-9;-9
2420201409;60112;64714;125.1;-9;0.19;-9;-9
2420201408;60112;64604;135.3;-9;0.16;-9;-9
2420201405;60112;64429;150.4;-9;0.1;-9;-9
2420201403;60112;64250;176.8;-9;0.05;-9;-9
2430200124;62612;131434;4.4;-9;0.07;-9;-9
2430200123;62612;131422;4.8;-9;0.07;-9;-9
2430200122;62612;131416;5;-9;0.08;6.483;-9
2430200120;62612;131158;24.9;-9;0.07;-9;-9
2430200119;62612;131148;24.8;-9;0.08;-9;-9
2430200118;62612;131138;24.8;-9;0.07;7.677;-9
2430200117;62612;130947;45;-9;0.08;-9;-9
2430200116;62612;130937;45.3;-9;0.08;-9;-9
2430200115;62612;130928;45.4;-9;0.08;6.78;-9
2430200114;62612;130737;74.8;-9;0.12;-9;-9
2430200113;62612;130728;74.8;-9;0.12;-9;-9
2430200112;62612;130718;75.1;-9;0.11;4.697;-9
2430200111;62612;130537;99.3;-9;0.25;-9;-9
2430200110;62612;130528;99.4;-9;0.22;-9;-9
2430200109;62612;130517;99.5;-9;0.22;3.173;-9
2430200108;62612;130329;124.7;-9;0.16;-9;-9
2430200107;62612;130319;124.7;-9;0.18;-9;-9
2430200106;62612;130308;125.2;-9;0.17;1.247;-9
2430200105;62612;130128;149.6;-9;0.08;-9;-9
2430200104;62612;125955;174.7;-9;0.04;-9;-9
2430200224;62612;201725;5.5;0.07;-9;-9;-9
2430200324;62712;10309;5.3;0.01;-9;-9;-9
2430200323;62712;5914;71.4;0.02;-9;-9;-9
2430200322;62712;5640;127.2;0.41;-9;-9;-9
2430200321;62712;5450;139.6;0.96;-9;-9;-9
2430200320;62712;5239;204.6;2.86;-9;-9;-9
2430200319;62712;5055;249.6;4.62;-9;-9;-9
2430200318;62712;4940;266.7;6.26;-9;-9;-9
2430200822;62712;162419;5.7;0.01;-9;-9;-9
2430200821;62712;162314;14.5;0.02;-9;-9;-9
2430200819;62712;162214;25.6;0.01;-9;-9;-9
2430200818;62712;162117;34.8;0.01;-9;-9;-9
2430200817;62712;162019;45.2;0.01;-9;-9;-9
2430200816;62712;161924;59.8;0.03;-9;-9;-9
2430200815;62712;161819;74.8;0.01;-9;-9;-9
2430200812;62712;161549;99.8;0.01;-9;-9;-9
2430200809;62712;161319;124;0.05;-9;-9;-9
2430200807;62712;161129;150.3;0.93;-9;-9;-9
2430200805;62712;160929;174.9;1.54;-9;-9;-9
2430200804;62712;160819;199.7;2.91;-9;-9;-9
2430201321;62812;71407;6;-9;0.08;-9;-9
2430201319;62812;71132;25.8;-9;0.07;-9;-9
2430201317;62812;70942;44.3;-9;0.08;-9;-9
2430201316;62812;70841;59.6;-9;0.09;-9;-9
2430201314;62812;70726;74.6;-9;0.13;-9;-9
2430201313;62812;70626;85;-9;0.13;-9;-9
2430201311;62812;70512;99.4;-9;0.21;-9;-9
2430201310;62812;70356;114.8;-9;0.26;-9;-9
2430201308;62812;70251;124.8;-9;0.22;-9;-9
2430201307;62812;70141;134.8;-9;0.15;-9;-9
2430201305;62812;70017;148.4;-9;0.12;-9;-9
2430201303;62812;65822;174.4;-9;0.05;-9;-9
2440200222;73112;131132;6.6;-9;0.06;-9;-9
2440200221;73112;131124;6.7;-9;0.07;-9;-9
2440200220;73112;131117;6.7;-9;0.07;6.66;-9
2440200219;73112;130929;24.3;-9;0.07;-9;-9
2440200218;73112;130919;24.5;-9;0.07;-9;-9
2440200217;73112;130906;24.4;-9;0.07;7.85;-9
2440200216;73112;130737;45.2;-9;0.09;-9;-9
2440200215;73112;130727;45.4;-9;0.09;-9;-9
2440200214;73112;130716;45.4;-9;0.1;6.223;-9
2440200213;73112;130525;75.4;-9;0.15;-9;-9
2440200212;73112;130516;75.5;-9;0.16;-9;-9
2440200211;73112;130505;75.7;-9;0.16;4.723;-9
2440200210;73112;130327;100.1;-9;0.22;-9;-9
2440200209;73112;130317;100.2;-9;0.2;-9;-9
2440200208;73112;130305;100.3;-9;0.19;2.16;-9
2440200207;73112;130127;123.9;-9;0.18;-9;-9
2440200206;73112;130115;124.3;-9;0.16;-9;-9
2440200205;73112;130105;124.6;-9;0.16;0.825;-9
2440200204;73112;125915;150.3;-9;0.07;-9;-9
2440200203;73112;125701;175.8;-9;0.03;-9;-9
2440200324;73112;192026;11.6;0.06;-9;-9;-9
2440200424;73112;231352;9.6;0.01;-9;-9;-9
2440200423;73112;231138;60.5;0.01;-9;-9;-9
2440200422;73112;231018;107;0.02;-9;-9;-9
2440200421;73112;230842;149.5;0.86;-9;-9;-9
2440200420;73112;230707;190.8;2.82;-9;-9;-9
2440200419;73112;230523;254.4;6.23;-9;-9;-9
2440200722;80112;65902;10.5;0.02;-9;-9;-9
2440200721;80112;65752;16.1;0.01;-9;-9;-9
2440200719;80112;65632;25.8;0.01;-9;-9;-9
2440200718;80112;65512;35.1;0.01;-9;-9;-9
2440200717;80112;65357;45.4;0.02;-9;-9;-9
2440200716;80112;65242;60.4;0.02;-9;-9;-9
2440200715;80112;65132;75.1;0.02;-9;-9;-9
2440200712;80112;64817;100.4;0.02;-9;-9;-9
2440200709;80112;64447;125.6;0.17;-9;-9;-9
2440200707;80112;64216;150.2;0.79;-9;-9;-9
2440200705;80112;63957;174.9;1.14;-9;-9;-9
2440200704;80112;63804;200;1.53;-9;-9;-9
2440201521;80212;65223;9.5;-9;0.07;-9;-9
2440201519;80212;65043;25.5;-9;0.06;-9;-9
2440201517;80212;64923;45.6;-9;0.09;-9;-9
2440201516;80212;64813;60.2;-9;0.13;-9;-9
2440201514;80212;64658;75;-9;0.15;-9;-9
2440201513;80212;64603;85.2;-9;0.15;-9;-9
2440201511;80212;64438;100.4;-9;0.2;-9;-9
2440201510;80212;64323;115.2;-9;0.21;-9;-9
2440201508;80212;64218;125.3;-9;0.19;-9;-9
2440201507;80212;64109;135;-9;0.18;-9;-9
2440201505;80212;63948;150.5;-9;0.14;-9;-9
2440201503;80212;63823;174.9;-9;0.06;-9;-9
2450200122;81712;125949;5.8;-9;0.07;-9;-9
2450200121;81712;125938;5.3;-9;0.06;-9;-9
2450200120;81712;125930;5.2;-9;0.07;5.047;-9
2450200119;81712;125754;24.7;-9;0.08;-9;-9
2450200118;81712;125745;24.7;-9;0.07;-9;-9
2450200117;81712;125736;24.7;-9;0.08;5.503;-9
2450200116;81712;125620;45.4;-9;0.1;-9;-9
2450200115;81712;125609;45.4;-9;0.1;-9;-9
2450200114;81712;125559;45.4;-9;0.09;4.193;-9
2450200113;81712;125426;75.1;-9;0.19;-9;-9
2450200112;81712;125414;75.2;-9;0.19;-9;-9
2450200111;81712;125406;75.3;-9;0.21;3.49;-9
2450200110;81712;125240;100.1;-9;0.22;-9;-9
2450200109;81712;125232;100.3;-9;0.23;-9;-9
2450200108;81712;125223;100.3;-9;0.23;2.49;-9
2450200107;81712;125052;126.1;-9;0.2;-9;-9
2450200106;81712;125045;126.5;-9;0.18;-9;-9
2450200105;81712;125032;126.3;-9;0.19;1.005;-9
2450200104;81712;124820;150.4;-9;0.08;-9;-9
2450200103;81712;124653;175.7;-9;0.04;-9;-9
2450200224;81712;191405;6;0.01;-9;-9;-9
2450200324;81712;231244;6.4;0.01;-9;-9;-9
2450200323;81712;231105;34.3;0.02;-9;-9;-9
2450200322;81712;230910;83.6;0.02;-9;-9;-9
2450200321;81712;230733;125.9;0.03;-9;-9;-9
2450200320;81712;230516;195.6;2.31;-9;-9;-9
2450200319;81712;230246;248;5.12;-9;-9;-9
2450200318;81712;230103;285.2;8.33;-9;-9;-9
2450200621;81812;65620;15.3;0.02;-9;-9;-9
2450200619;81812;65500;25.4;0.01;-9;-9;-9
2450200618;81812;65407;35.5;0.02;-9;-9;-9
2450200617;81812;65310;45.3;0.02;-9;-9;-9
2450200616;81812;65211;60.3;0.02;-9;-9;-9
2450200615;81812;65109;75;0.01;-9;-9;-9
2450200612;81812;64926;100;0.02;-9;-9;-9
2450200609;81812;64609;125.3;0.01;-9;-9;-9
2450200607;81812;64424;150.1;0.35;-9;-9;-9
2450200605;81812;64225;175.5;0.98;-9;-9;-9
2450200604;81812;64049;200.4;1.81;-9;-9;-9
